"p.id","p.name","name","id","bytes","path"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","1",1658809,3736273120,"/Files/original/original.2/1"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","2",1658311,3898276364,"/Files/original/original.2/2"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","3",1658634,2685874256,"/Files/original/original.2/3"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","Files",367390,24731101249,"/Files"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","Final report",2541456,5287410,"/Final report"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 1",1657137,210959253,"/Files/original/original.1/flight 1"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 10",1655969,520773245,"/Files/original/original.1/flight 10"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 11",1655392,228975226,"/Files/original/original.1/flight 11"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 12",1657332,497674070,"/Files/original/original.1/flight 12"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 2",1656448,249345895,"/Files/original/original.1/flight 2"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 3",1657787,161836034,"/Files/original/original.1/flight 3"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 4",1656679,373207759,"/Files/original/original.1/flight 4"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 5",1655603,350120651,"/Files/original/original.1/flight 5"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 6",1657936,396585305,"/Files/original/original.1/flight 6"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 7",1655924,42778467,"/Files/original/original.1/flight 7"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 8",1657022,124699142,"/Files/original/original.1/flight 8"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","flight 9",1655113,304141968,"/Files/original/original.1/flight 9"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","not described data",1655102,25454,"/Files/not described data"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","original",1655109,13781872356,"/Files/original"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","original.1",1655112,3461316085,"/Files/original/original.1"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","original.1.dataformat",1658301,19306,"/Files/original/original.1.dataformat"
367389,"0401 Survey strategies for assessment of Bering Sea forage species","original.2",1658306,10320512524,"/Files/original/original.2"
367853,"0402 Evaluation of ocean circulation models for the Bering Sea and Aleutian Islands Region","Files",367854,0,"/Files"
367853,"0402 Evaluation of ocean circulation models for the Bering Sea and Aleutian Islands Region","Final report",2541494,253416,"/Final report"
367429,"0403 Building an education and outreach program for the North Pacific Research Board","Files",367430,0,"/Files"
367429,"0403 Building an education and outreach program for the North Pacific Research Board","Final report",2541457,133206,"/Final report"
