"p.id","p.name","name","id","bytes","path"
268977,"1501 Acoustic assessment of euphausiid ('krill') abundance","Admin",277758,0,"/Admin"
268977,"1501 Acoustic assessment of euphausiid ('krill') abundance","Data",277759,64675112,"/Data"
268977,"1501 Acoustic assessment of euphausiid ('krill') abundance","Final report",6354279,3725223,"/Final report"
268977,"1501 Acoustic assessment of euphausiid ('krill') abundance","Krill_lipid_analysis",6351962,155000,"/Data/Krill_lipid_analysis"
268977,"1501 Acoustic assessment of euphausiid ('krill') abundance","Media Products",278684,0,"/Media Products"
268977,"1501 Acoustic assessment of euphausiid ('krill') abundance","Oscar_Dyson_echosounder",6351961,20134,"/Data/Oscar_Dyson_echosounder"
268979,"1502 PWS Secondary Production","Admin",277761,190269,"/Admin"
268979,"1502 PWS Secondary Production","Data",277762,56146969335,"/Data"
268979,"1502 PWS Secondary Production","Final Report",5206799,6682632,"/Final Report"
268979,"1502 PWS Secondary Production","Media Products",278685,0,"/Media Products"
268981,"1503 Tracing sea ice algae using IP25","Admin",277764,1817842,"/Admin"
268981,"1503 Tracing sea ice algae using IP25","Data",277765,69816,"/Data"
268981,"1503 Tracing sea ice algae using IP25","Final Report",2864267,1054440,"/Final Report"
268981,"1503 Tracing sea ice algae using IP25","Media Products",278686,898211621,"/Media Products"
268983,"1504 Chukchi Sea Ice Melt","Admin",277767,1800582,"/Admin"
268983,"1504 Chukchi Sea Ice Melt","anafile",6590963,129050,"/Uncompressed data/anafile"
268983,"1504 Chukchi Sea Ice Melt","Data",277768,640793796,"/Data"
268983,"1504 Chukchi Sea Ice Melt","Final Report",2852161,15851396,"/Final Report"
268983,"1504 Chukchi Sea Ice Melt","Media Products",278687,6949250180,"/Media Products"
268983,"1504 Chukchi Sea Ice Melt","Uncompressed data",6590961,129050,"/Uncompressed data"
268985,"1505 Cod size at age","Admin",277770,0,"/Admin"
268985,"1505 Cod size at age","Data",277771,9421399,"/Data"
268985,"1505 Cod size at age","FInal Report",2834365,6893401,"/FInal Report"
268985,"1505 Cod size at age","Media Products",278688,594966929,"/Media Products"
268987,"1506 Crustacean Age Determination","Admin",277773,0,"/Admin"
268987,"1506 Crustacean Age Determination","Band Count and Shell Condition",2996187,7591,"/Data/Band Count and Shell Condition"
268987,"1506 Crustacean Age Determination","Calcein Marking",2996173,4321880,"/Data/Calcein Marking"
268987,"1506 Crustacean Age Determination","Data",277774,4584375,"/Data"
268987,"1506 Crustacean Age Determination","Media Products",278689,0,"/Media Products"
268987,"1506 Crustacean Age Determination","Structure Processing Methods Development and Band Count Criteria",2996130,242342,"/Data/Structure Processing Methods Development and Band Count Criteria"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","Acoustic Data",5824783,192,"/Acoustic Data"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","Admin",277776,122819,"/Admin"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","Archive Package",41506782,145161262,"/Archive Package"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","Boat Data",5347621,228411745,"/Data/Boat Data"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","Data",277777,47784146030,"/Data"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","Final Report",5851104,14181263,"/Final Report"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","Media Products",278690,0,"/Media Products"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","ROC Data",5347649,217661465,"/Data/ROC Data"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","ROC Field Notes",5347650,14721421,"/Data/ROC Field Notes"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","Seabird & Marport Files",5347664,75215984,"/Data/Seabird & Marport Files"
268989,"1507 Combined bottom trawl and acoustic-trawl survey catchability","Tow Body Tilt Sensor data",5347701,11565669,"/Data/Tow Body Tilt Sensor data"
268991,"1508 Arctic Gadids in a Changing Climate","Acoustic-Trawl survey",2817494,26998,"/Uncompressed data/Acoustic-Trawl survey"
268991,"1508 Arctic Gadids in a Changing Climate","Admin",277779,7101414,"/Admin"
268991,"1508 Arctic Gadids in a Changing Climate","ArcGIS_shapefiles",2420619,320322380,"/Uncompressed data/ArcGIS_shapefiles"
268991,"1508 Arctic Gadids in a Changing Climate","Arctic Eis CTD",2819583,162304,"/Uncompressed data/Arctic Eis CTD"
268991,"1508 Arctic Gadids in a Changing Climate","Code",2818862,0,"/Uncompressed data/TRACMASS/Code"
