"p.id","p.name","name","id","bytes","path"
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","Admin",2986720,10402544,"/Admin"
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","Alexandrium and Phytoplankton Data ",2986721,144853,"/Alexandrium and Phytoplankton Data "
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","Final Report",41759175,3203604,"/Final Report"
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","LCI-KB_2019-2021",41684300,492022,"/Phytoplankton Excel files & uncompressed data/LCI-KB_2019-2021"
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","Media Products",2986722,0,"/Media Products"
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","Paralytic Shellfish Excel files",41720830,336418,"/Paralytic Shellfish Excel files"
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","Paralytic Shellfish Toxin Data",41684294,548148,"/Paralytic Shellfish Toxin Data"
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","Phytoplankton Excel files & uncompressed data",41720829,6345378,"/Phytoplankton Excel files & uncompressed data"
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","PWS_2018-2020",41684299,641746,"/Phytoplankton Excel files & uncompressed data/PWS_2018-2020"
2986719,"1801 PSP Toxins in the Alaska Marine Food Web","Sample inventory",41684291,24220,"/Phytoplankton Excel files & uncompressed data/Sample inventory"
2986738,"1802 Hot spots of activity in the cold ocean","Data",2986739,110558,"/Data"
2986738,"1802 Hot spots of activity in the cold ocean","Final report",41729247,34349649,"/Final report"
2986738,"1802 Hot spots of activity in the cold ocean","Media Products",2986741,10642821,"/Media Products"
2986756,"1803 Hormone profiles for yelloweye rockfish","Admin",2986757,12228212,"/Admin"
2986756,"1803 Hormone profiles for yelloweye rockfish","Final Report",41822793,11421338,"/Final Report"
2986756,"1803 Hormone profiles for yelloweye rockfish","Hormone profile and isotope data",2986758,113191,"/Hormone profile and isotope data"
2986756,"1803 Hormone profiles for yelloweye rockfish","Media Products",2986759,0,"/Media Products"
2986756,"1803 Hormone profiles for yelloweye rockfish","Publications",41824231,1976354,"/Publications"
2986777,"1804 Survey design for untrawlable habitat in the Gulf of Alaska","Admin",2986778,4090540,"/Admin"
