"p.id","p.name","name","id","bytes","path"
1816098,"1601 Extreme Alaska","Admin",1816099,11372632,"/Admin"
1816098,"1601 Extreme Alaska","Compressed data",7580826,1077829443,"/Compressed data"
1816098,"1601 Extreme Alaska","Data",1816100,0,"/Data"
1816098,"1601 Extreme Alaska","data-uncompressed",5053113,29675611468,"/data-uncompressed"
1816098,"1601 Extreme Alaska","Final Report",5067183,4771006,"/Final Report"
1816098,"1601 Extreme Alaska","Media Products",1816101,0,"/Media Products"
1816117,"1602 Physical drivers influencing net marine community production","Admin",1816118,68244,"/Admin"
1816117,"1602 Physical drivers influencing net marine community production","Data",1816119,316581862,"/Data"
1816117,"1602 Physical drivers influencing net marine community production","Final Report",6359809,1971582,"/Final Report"
1816117,"1602 Physical drivers influencing net marine community production","Media Products",1816120,1971582,"/Media Products"
1816142,"1603 North Pacific Crab Growth","Admin",1816143,1495825,"/Admin"
1816142,"1603 North Pacific Crab Growth","Data",1816144,0,"/Data"
1816142,"1603 North Pacific Crab Growth","Final Report",5234806,1242118,"/Final Report"
1816142,"1603 North Pacific Crab Growth","Media Products",1816145,0,"/Media Products"
1816156,"1604 Improving Aleutian Islands Bathymetry","Admin",1816157,9666594,"/Admin"
1816156,"1604 Improving Aleutian Islands Bathymetry","Data",1816158,630880470,"/Data"
1816156,"1604 Improving Aleutian Islands Bathymetry","Final Report",6348681,9282578,"/Final Report"
1816156,"1604 Improving Aleutian Islands Bathymetry","Media Products",1816159,0,"/Media Products"
1816176,"1605 Bering Sea flatfish age, growth, and maturity modeling","Admin",1816177,9174007,"/Admin"
1816176,"1605 Bering Sea flatfish age, growth, and maturity modeling","Data",1816178,284363,"/Data"
1816176,"1605 Bering Sea flatfish age, growth, and maturity modeling","Final Report",5341114,7078800,"/Final Report"
1816176,"1605 Bering Sea flatfish age, growth, and maturity modeling","Media Products",1816179,0,"/Media Products"
1816195,"1606 Remote Sensing of Razor Clams","3rd Party",41509176,150094568,"/Raw acoustic data/MBES/Acoustic Data/Software/GS4 software/GS4 1.0.19 release 13680 (64 bit)/3rd Party"
