"p.id","p.name","name","id","bytes","path"
366927,"0501 Harbor seal vital rates","Files",366928,1937906,"/Files"
366927,"0501 Harbor seal vital rates","Final report",2541428,329079,"/Final report"
366927,"0501 Harbor seal vital rates","original",1544645,1558211,"/Files/original"
367687,"0502 Integration of Ecological Indicators for the North Pacific with emphasis on the Bering Sea: A workshop Approach","Files",367688,0,"/Files"
367687,"0502 Integration of Ecological Indicators for the North Pacific with emphasis on the Bering Sea: A workshop Approach","Final report",2541360,936822,"/Final report"
368744,"0503 Arctic Ocean synthesis","2008P2",1535047,850984,"/Files/original/draft/20090728/AOOS/2008P2"
368744,"0503 Arctic Ocean synthesis","2008P3",1535040,1060643,"/Files/original/draft/20090728/AOOS/2008P3"
368744,"0503 Arctic Ocean synthesis","2008P4",1535054,8491780,"/Files/original/draft/20090728/AOOS/2008P4"
368744,"0503 Arctic Ocean synthesis","2008P5",1535061,3412131,"/Files/original/draft/20090728/AOOS/2008P5"
368744,"0503 Arctic Ocean synthesis","20090728",1535036,17588564,"/Files/original/draft/20090728"
368744,"0503 Arctic Ocean synthesis","AOOS",1535039,13815538,"/Files/original/draft/20090728/AOOS"
368744,"0503 Arctic Ocean synthesis","draft",1535025,17729793,"/Files/original/draft"
368744,"0503 Arctic Ocean synthesis","Files",368745,48413397,"/Files"
368744,"0503 Arctic Ocean synthesis","Final report",2541572,3955813,"/Final report"
368744,"0503 Arctic Ocean synthesis","original",1535008,45497893,"/Files/original"
368500,"0504 Analysis of ongoing salmon programs","data",1553148,21779499,"/Files/original/website/data"
368500,"0504 Analysis of ongoing salmon programs","data",1553343,21779499,"/Files/not covered/website/data"
368500,"0504 Analysis of ongoing salmon programs","etc",1553238,162799,"/Files/not covered/website/etc"
368500,"0504 Analysis of ongoing salmon programs","etc",1553041,162799,"/Files/original/website/etc"
368500,"0504 Analysis of ongoing salmon programs","Files",368501,289790337,"/Files"
368500,"0504 Analysis of ongoing salmon programs","Final report",2541547,2551433,"/Final report"
368500,"0504 Analysis of ongoing salmon programs","inc",1553028,319,"/Files/original/website/inc"
368500,"0504 Analysis of ongoing salmon programs","inc",1553225,319,"/Files/not covered/website/inc"
368500,"0504 Analysis of ongoing salmon programs","index_files",1553274,19704,"/Files/not covered/website/index_files"
368500,"0504 Analysis of ongoing salmon programs","index_files",1553077,19704,"/Files/original/website/index_files"
368500,"0504 Analysis of ongoing salmon programs","map",1553261,26519,"/Files/not covered/website/map"
368500,"0504 Analysis of ongoing salmon programs","map",1553064,26519,"/Files/original/website/map"
368500,"0504 Analysis of ongoing salmon programs","not covered",1553219,23925209,"/Files/not covered"
368500,"0504 Analysis of ongoing salmon programs","NPRB.2005.04",1553009,97182722,"/Files/NPRB.2005.04"
368500,"0504 Analysis of ongoing salmon programs","original",1553020,145291493,"/Files/original"
368500,"0504 Analysis of ongoing salmon programs","website",1553224,22124656,"/Files/not covered/website"
368500,"0504 Analysis of ongoing salmon programs","website",1553027,22130804,"/Files/original/website"
367158,"0505 EBS walleye pollock: a spatially explicit model","draft1",1653303,91121,"/Files/original/draft1"
367158,"0505 EBS walleye pollock: a spatially explicit model","draft2",1653308,91498,"/Files/original/draft2"
367158,"0505 EBS walleye pollock: a spatially explicit model","draft3",1653313,177494,"/Files/original/draft3"
367158,"0505 EBS walleye pollock: a spatially explicit model","Files",367159,1014198,"/Files"
367158,"0505 EBS walleye pollock: a spatially explicit model","Final report",2541440,1038818,"/Final report"
367158,"0505 EBS walleye pollock: a spatially explicit model","not covered",1653322,98834,"/Files/not covered"
367158,"0505 EBS walleye pollock: a spatially explicit model","original",1653292,786303,"/Files/original"
367174,"0506 Pollock tagging mortality","Files",367175,263141,"/Files"
367174,"0506 Pollock tagging mortality","Final report",2541441,450762,"/Final report"
367174,"0506 Pollock tagging mortality","original",1552854,200225,"/Files/original"
367174,"0506 Pollock tagging mortality","original",1552859,167629,"/Files/original/original"
368768,"0507 Essential habitat for Pribilof Island Blue King Crab, phase 2","draft1",1544675,88766,"/Files/original/draft1"
368768,"0507 Essential habitat for Pribilof Island Blue King Crab, phase 2","Files",368769,388770,"/Files"
368768,"0507 Essential habitat for Pribilof Island Blue King Crab, phase 2","Final report",2541575,389756,"/Final report"
368768,"0507 Essential habitat for Pribilof Island Blue King Crab, phase 2","original",1544668,214332,"/Files/original"
367186,"0508 Female reproductive output of snow crab in eastern Bering Sea","draft1",1544691,3899746,"/Files/original/draft1"
367186,"0508 Female reproductive output of snow crab in eastern Bering Sea","Files",367187,167268724,"/Files"
367186,"0508 Female reproductive output of snow crab in eastern Bering Sea","Final report",2541442,2268176,"/Final report"
367186,"0508 Female reproductive output of snow crab in eastern Bering Sea","nprb-dataset.2005.08",1544704,48147291,"/Files/original/nprb-dataset.2005.08"
367186,"0508 Female reproductive output of snow crab in eastern Bering Sea","original",1544690,141639293,"/Files/original"
367665,"0509 Retrospective analysis of Kodiak Red King Crab","Abund",1544760,19418009,"/Files/Abund"
367665,"0509 Retrospective analysis of Kodiak Red King Crab","Abund",1544911,19418009,"/Files/original/Abund"
367665,"0509 Retrospective analysis of Kodiak Red King Crab",".alicia",1544802,71942,"/Files/.alicia"
367665,"0509 Retrospective analysis of Kodiak Red King Crab","Files",367666,57432307,"/Files"
